PO_ID,ProductID,SupplierID,WarehouseID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,QuantityReceived,UnitCost,TotalCost,Status,DelayDays
PO000862,PROD0025,SUP004,WH04,06-11-2025,28-11-2025,29-11-2025,720,720,9.94,7156.8,Delivered,1
PO000863,PROD0025,SUP004,WH04,08-12-2025,30-12-2025,30-12-2025,720,720,9.94,7156.8,Delivered,0
PO000864,PROD0026,SUP003,WH02,20-01-2025,05-02-2025,05-02-2025,301,301,205.37,61816.37,Delivered,0
PO000865,PROD0026,SUP003,WH02,04-03-2025,20-03-2025,24-03-2025,301,301,205.37,61816.37,Delivered,4
PO000866,PROD0026,SUP003,WH02,14-04-2025,30-04-2025,30-04-2025,301,260,205.37,61816.37,Partial - Defect/Shortage,0
PO000867,PROD0026,SUP003,WH02,16-05-2025,01-06-2025,03-06-2025,301,301,205.37,61816.37,Delivered,2
PO000868,PROD0026,SUP003,WH02,22-06-2025,08-07-2025,13-07-2025,301,301,205.37,61816.37,Delivered,5
PO000869,PROD0026,SUP003,WH02,28-07-2025,13-08-2025,17-08-2025,301,301,205.37,61816.37,Delivered,4
PO000870,PROD0026,SUP003,WH02,04-09-2025,20-09-2025,22-09-2025,301,301,205.37,61816.37,Delivered,2
PO000871,PROD0026,SUP003,WH02,06-10-2025,22-10-2025,24-10-2025,301,301,205.37,61816.37,Delivered,2
PO000872,PROD0026,SUP003,WH02,03-11-2025,19-11-2025,19-11-2025,301,301,205.37,61816.37,Delivered,0
PO000873,PROD0026,SUP003,WH02,28-11-2025,14-12-2025,15-12-2025,301,301,205.37,61816.37,Delivered,1
PO000874,PROD0026,SUP003,WH02,21-12-2025,06-01-2026,06-01-2026,301,301,205.37,61816.37,Delivered,0
PO000875,PROD0026,SUP003,WH02,22-12-2025,07-01-2026,21-01-2026,301,301,205.37,61816.37,Delivered,14
PO000876,PROD0026,SUP003,WH02,23-12-2025,08-01-2026,11-01-2026,301,301,205.37,61816.37,Delivered,3
PO000877,PROD0026,SUP003,WH02,24-12-2025,09-01-2026,22-01-2026,301,301,205.37,61816.37,Delivered,13
PO000878,PROD0026,SUP003,WH02,25-12-2025,10-01-2026,11-01-2026,301,301,205.37,61816.37,Delivered,1
PO000879,PROD0026,SUP003,WH02,26-12-2025,11-01-2026,13-01-2026,301,301,205.37,61816.37,Delivered,2
PO000880,PROD0026,SUP003,WH02,27-12-2025,12-01-2026,12-01-2026,301,301,205.37,61816.37,Delivered,0
PO000881,PROD0026,SUP003,WH02,28-12-2025,13-01-2026,19-01-2026,301,301,205.37,61816.37,Delivered,6
PO000882,PROD0026,SUP003,WH02,29-12-2025,14-01-2026,18-01-2026,301,281,205.37,61816.37,Partial - Defect/Shortage,4
PO000883,PROD0026,SUP003,WH02,30-12-2025,15-01-2026,15-01-2026,301,301,205.37,61816.37,Delivered,0
PO000884,PROD0026,SUP003,WH02,31-12-2025,16-01-2026,16-01-2026,301,301,205.37,61816.37,Delivered,0
PO000885,PROD0026,SUP003,WH03,12-01-2025,28-01-2025,02-02-2025,317,317,205.37,65102.29,Delivered,5
PO000886,PROD0026,SUP003,WH03,24-02-2025,12-03-2025,15-03-2025,317,317,205.37,65102.29,Delivered,3
PO000887,PROD0026,SUP003,WH03,05-04-2025,21-04-2025,22-04-2025,317,317,205.37,65102.29,Delivered,1
PO000888,PROD0026,SUP003,WH03,12-05-2025,28-05-2025,28-05-2025,317,317,205.37,65102.29,Delivered,0
PO000889,PROD0026,SUP003,WH03,18-06-2025,04-07-2025,18-07-2025,317,282,205.37,65102.29,Partial - Defect/Shortage,14
PO000890,PROD0026,SUP003,WH03,28-07-2025,13-08-2025,18-08-2025,317,317,205.37,65102.29,Delivered,5
PO000891,PROD0026,SUP003,WH03,30-08-2025,15-09-2025,26-09-2025,317,317,205.37,65102.29,Delivered,11
PO000892,PROD0026,SUP003,WH03,08-10-2025,24-10-2025,31-10-2025,317,317,205.37,65102.29,Delivered,7
PO000893,PROD0026,SUP003,WH03,10-11-2025,26-11-2025,10-12-2025,317,317,205.37,65102.29,Delivered,14
PO000894,PROD0026,SUP003,WH03,19-12-2025,04-01-2026,04-01-2026,317,317,205.37,65102.29,Delivered,0
PO000895,PROD0026,SUP003,WH03,20-12-2025,05-01-2026,07-01-2026,317,317,205.37,65102.29,Delivered,2
PO000896,PROD0026,SUP003,WH03,21-12-2025,06-01-2026,06-01-2026,317,317,205.37,65102.29,Delivered,0
PO000897,PROD0026,SUP003,WH03,22-12-2025,07-01-2026,07-01-2026,317,317,205.37,65102.29,Delivered,0
PO000898,PROD0026,SUP003,WH03,23-12-2025,08-01-2026,17-01-2026,317,317,205.37,65102.29,Delivered,9
PO000899,PROD0026,SUP003,WH03,24-12-2025,09-01-2026,10-01-2026,317,317,205.37,65102.29,Delivered,1
PO000900,PROD0026,SUP003,WH03,25-12-2025,10-01-2026,11-01-2026,317,280,205.37,65102.29,Partial - Defect/Shortage,1
PO000901,PROD0026,SUP003,WH03,26-12-2025,11-01-2026,16-01-2026,317,317,205.37,65102.29,Delivered,5
PO000902,PROD0026,SUP003,WH03,27-12-2025,12-01-2026,14-01-2026,317,317,205.37,65102.29,Delivered,2
PO000903,PROD0026,SUP003,WH03,28-12-2025,13-01-2026,14-01-2026,317,317,205.37,65102.29,Delivered,1
PO000904,PROD0026,SUP003,WH03,29-12-2025,14-01-2026,24-01-2026,317,317,205.37,65102.29,Delivered,10
PO000905,PROD0026,SUP003,WH03,30-12-2025,15-01-2026,24-01-2026,317,317,205.37,65102.29,Delivered,9
PO000906,PROD0026,SUP003,WH03,31-12-2025,16-01-2026,17-01-2026,317,317,205.37,65102.29,Delivered,1
PO000907,PROD0027,SUP010,WH02,07-01-2025,21-01-2025,21-01-2025,678,678,45.11,30584.58,Delivered,0
PO000908,PROD0027,SUP010,WH02,15-02-2025,01-03-2025,14-03-2025,678,678,45.11,30584.58,Delivered,13
PO000909,PROD0027,SUP010,WH02,31-03-2025,14-04-2025,15-04-2025,678,678,45.11,30584.58,Delivered,1
PO000910,PROD0027,SUP010,WH02,30-04-2025,14-05-2025,26-05-2025,678,678,45.11,30584.58,Delivered,12
PO000911,PROD0027,SUP010,WH02,14-06-2025,28-06-2025,29-06-2025,678,678,45.11,30584.58,Delivered,1
PO000912,PROD0027,SUP010,WH02,22-07-2025,05-08-2025,06-08-2025,678,678,45.11,30584.58,Delivered,1
PO000913,PROD0027,SUP010,WH02,25-08-2025,08-09-2025,10-09-2025,678,678,45.11,30584.58,Delivered,2
PO000914,PROD0027,SUP010,WH02,26-09-2025,10-10-2025,15-10-2025,678,678,45.11,30584.58,Delivered,5
PO000915,PROD0027,SUP010,WH02,31-10-2025,14-11-2025,15-11-2025,678,678,45.11,30584.58,Delivered,1
PO000916,PROD0027,SUP010,WH02,04-12-2025,18-12-2025,19-12-2025,678,678,45.11,30584.58,Delivered,1
PO000917,PROD0027,SUP010,WH04,05-01-2025,19-01-2025,20-01-2025,797,797,45.11,35952.67,Delivered,1
PO000918,PROD0027,SUP010,WH04,10-02-2025,24-02-2025,26-02-2025,797,797,45.11,35952.67,Delivered,2
PO000919,PROD0027,SUP010,WH04,18-03-2025,01-04-2025,06-04-2025,797,797,45.11,35952.67,Delivered,5
PO000920,PROD0027,SUP010,WH04,20-04-2025,04-05-2025,18-05-2025,797,797,45.11,35952.67,Delivered,14
PO000921,PROD0027,SUP010,WH04,04-06-2025,18-06-2025,19-06-2025,797,797,45.11,35952.67,Delivered,1
PO000922,PROD0027,SUP010,WH04,08-07-2025,22-07-2025,24-07-2025,797,797,45.11,35952.67,Delivered,2
PO000923,PROD0027,SUP010,WH04,11-08-2025,25-08-2025,25-08-2025,797,797,45.11,35952.67,Delivered,0
PO000924,PROD0027,SUP010,WH04,11-09-2025,25-09-2025,26-09-2025,797,797,45.11,35952.67,Delivered,1
PO000925,PROD0027,SUP010,WH04,13-10-2025,27-10-2025,30-10-2025,797,797,45.11,35952.67,Delivered,3
PO000926,PROD0027,SUP010,WH04,17-11-2025,01-12-2025,02-12-2025,797,797,45.11,35952.67,Delivered,1
PO000927,PROD0027,SUP010,WH04,19-12-2025,02-01-2026,03-01-2026,797,797,45.11,35952.67,Delivered,1
PO000928,PROD0027,SUP010,WH04,20-12-2025,03-01-2026,05-01-2026,797,797,45.11,35952.67,Delivered,2
PO000929,PROD0027,SUP010,WH04,21-12-2025,04-01-2026,04-01-2026,797,797,45.11,35952.67,Delivered,0
PO000930,PROD0027,SUP010,WH04,22-12-2025,05-01-2026,07-01-2026,797,797,45.11,35952.67,Delivered,2
PO000931,PROD0027,SUP010,WH04,23-12-2025,06-01-2026,08-01-2026,797,797,45.11,35952.67,Delivered,2
PO000932,PROD0027,SUP010,WH04,24-12-2025,07-01-2026,09-01-2026,797,797,45.11,35952.67,Delivered,2
PO000933,PROD0027,SUP010,WH04,25-12-2025,08-01-2026,08-01-2026,797,797,45.11,35952.67,Delivered,0
PO000934,PROD0027,SUP010,WH04,26-12-2025,09-01-2026,09-01-2026,797,797,45.11,35952.67,Delivered,0
PO000935,PROD0027,SUP010,WH04,27-12-2025,10-01-2026,10-01-2026,797,797,45.11,35952.67,Delivered,0
PO000936,PROD0027,SUP010,WH04,28-12-2025,11-01-2026,13-01-2026,797,715,45.11,35952.67,Partial - Defect/Shortage,2
PO000937,PROD0027,SUP010,WH04,29-12-2025,12-01-2026,13-01-2026,797,797,45.11,35952.67,Delivered,1
PO000938,PROD0027,SUP010,WH04,30-12-2025,13-01-2026,14-01-2026,797,683,45.11,35952.67,Partial - Defect/Shortage,1
PO000939,PROD0027,SUP010,WH04,31-12-2025,14-01-2026,16-01-2026,797,797,45.11,35952.67,Delivered,2
PO000940,PROD0027,SUP010,WH01,06-01-2025,20-01-2025,22-01-2025,829,829,45.11,37396.19,Delivered,2
PO000941,PROD0027,SUP010,WH01,13-02-2025,27-02-2025,10-03-2025,829,829,45.11,37396.19,Delivered,11
PO000942,PROD0027,SUP010,WH01,27-03-2025,10-04-2025,12-04-2025,829,829,45.11,37396.19,Delivered,2
PO000943,PROD0027,SUP010,WH01,28-04-2025,12-05-2025,13-05-2025,829,829,45.11,37396.19,Delivered,1
PO000944,PROD0027,SUP010,WH01,30-05-2025,13-06-2025,13-06-2025,829,829,45.11,37396.19,Delivered,0
PO000945,PROD0027,SUP010,WH01,05-07-2025,19-07-2025,21-07-2025,829,829,45.11,37396.19,Delivered,2
PO000946,PROD0027,SUP010,WH01,12-08-2025,26-08-2025,04-09-2025,829,829,45.11,37396.19,Delivered,9
PO000947,PROD0027,SUP010,WH01,18-09-2025,02-10-2025,04-10-2025,829,829,45.11,37396.19,Delivered,2
PO000948,PROD0027,SUP010,WH01,21-10-2025,04-11-2025,04-11-2025,829,829,45.11,37396.19,Delivered,0
PO000949,PROD0027,SUP010,WH01,22-11-2025,06-12-2025,06-12-2025,829,829,45.11,37396.19,Delivered,0
PO000950,PROD0027,SUP010,WH01,23-12-2025,06-01-2026,13-01-2026,829,829,45.11,37396.19,Delivered,7
PO000951,PROD0027,SUP010,WH01,24-12-2025,07-01-2026,10-01-2026,829,829,45.11,37396.19,Delivered,3
PO000952,PROD0027,SUP010,WH01,25-12-2025,08-01-2026,08-01-2026,829,791,45.11,37396.19,Partial - Defect/Shortage,0
PO000953,PROD0027,SUP010,WH01,26-12-2025,09-01-2026,10-01-2026,829,829,45.11,37396.19,Delivered,1
PO000954,PROD0027,SUP010,WH01,27-12-2025,10-01-2026,11-01-2026,829,829,45.11,37396.19,Delivered,1
PO000955,PROD0027,SUP010,WH01,28-12-2025,11-01-2026,12-01-2026,829,829,45.11,37396.19,Delivered,1
PO000956,PROD0027,SUP010,WH01,29-12-2025,12-01-2026,13-01-2026,829,829,45.11,37396.19,Delivered,1
PO000957,PROD0027,SUP010,WH01,30-12-2025,13-01-2026,14-01-2026,829,829,45.11,37396.19,Delivered,1
PO000958,PROD0027,SUP010,WH01,31-12-2025,14-01-2026,14-01-2026,829,829,45.11,37396.19,Delivered,0
PO000959,PROD0028,SUP019,WH04,01-01-2025,07-01-2025,07-01-2025,139,139,7.47,1038.33,Delivered,0
PO000960,PROD0028,SUP019,WH04,08-02-2025,14-02-2025,15-02-2025,139,139,7.47,1038.33,Delivered,1
PO000961,PROD0028,SUP019,WH04,18-03-2025,24-03-2025,24-03-2025,139,139,7.47,1038.33,Delivered,0
PO000962,PROD0028,SUP019,WH04,14-04-2025,20-04-2025,24-04-2025,139,139,7.47,1038.33,Delivered,4
PO000963,PROD0028,SUP019,WH04,18-05-2025,24-05-2025,24-05-2025,139,139,7.47,1038.33,Delivered,0
PO000964,PROD0028,SUP019,WH04,18-06-2025,24-06-2025,05-07-2025,139,139,7.47,1038.33,Delivered,11
PO000965,PROD0028,SUP019,WH04,02-08-2025,08-08-2025,08-08-2025,139,139,7.47,1038.33,Delivered,0
PO000966,PROD0028,SUP019,WH04,03-09-2025,09-09-2025,09-09-2025,139,139,7.47,1038.33,Delivered,0
PO000967,PROD0028,SUP019,WH04,03-10-2025,09-10-2025,10-10-2025,139,139,7.47,1038.33,Delivered,1
PO000968,PROD0028,SUP019,WH04,03-11-2025,09-11-2025,11-11-2025,139,139,7.47,1038.33,Delivered,2
PO000969,PROD0028,SUP019,WH04,05-12-2025,11-12-2025,12-12-2025,139,139,7.47,1038.33,Delivered,1
PO000970,PROD0028,SUP019,WH02,06-01-2025,12-01-2025,12-01-2025,93,93,7.47,694.71,Delivered,0
PO000971,PROD0028,SUP019,WH02,14-02-2025,20-02-2025,20-02-2025,93,93,7.47,694.71,Delivered,0
PO000972,PROD0028,SUP019,WH02,21-03-2025,27-03-2025,04-04-2025,93,93,7.47,694.71,Delivered,8
PO000973,PROD0028,SUP019,WH02,24-04-2025,30-04-2025,30-04-2025,93,93,7.47,694.71,Delivered,0
PO000974,PROD0028,SUP019,WH02,24-05-2025,30-05-2025,01-06-2025,93,93,7.47,694.71,Delivered,2
PO000975,PROD0028,SUP019,WH02,25-06-2025,01-07-2025,01-07-2025,93,93,7.47,694.71,Delivered,0
PO000976,PROD0028,SUP019,WH02,01-08-2025,07-08-2025,08-08-2025,93,93,7.47,694.71,Delivered,1
PO000977,PROD0028,SUP019,WH02,30-08-2025,05-09-2025,07-09-2025,93,93,7.47,694.71,Delivered,2
PO000978,PROD0028,SUP019,WH02,27-09-2025,03-10-2025,05-10-2025,93,93,7.47,694.71,Delivered,2
PO000979,PROD0028,SUP019,WH02,31-10-2025,06-11-2025,08-11-2025,93,93,7.47,694.71,Delivered,2
PO000980,PROD0028,SUP019,WH02,06-12-2025,12-12-2025,13-12-2025,93,93,7.47,694.71,Delivered,1
PO000981,PROD0029,SUP003,WH03,04-01-2025,20-01-2025,21-01-2025,1421,1421,2.97,4220.37,Delivered,1
PO000982,PROD0029,SUP003,WH03,07-02-2025,23-02-2025,24-02-2025,1421,1421,2.97,4220.37,Delivered,1
PO000983,PROD0029,SUP003,WH03,15-03-2025,31-03-2025,08-04-2025,1421,1421,2.97,4220.37,Delivered,8
PO000984,PROD0029,SUP003,WH03,25-04-2025,11-05-2025,11-05-2025,1421,1421,2.97,4220.37,Delivered,0
PO000985,PROD0029,SUP003,WH03,31-05-2025,16-06-2025,26-06-2025,1421,1421,2.97,4220.37,Delivered,10
PO000986,PROD0029,SUP003,WH03,11-07-2025,27-07-2025,07-08-2025,1421,1421,2.97,4220.37,Delivered,11
PO000987,PROD0029,SUP003,WH03,24-08-2025,09-09-2025,10-09-2025,1421,1421,2.97,4220.37,Delivered,1
PO000988,PROD0029,SUP003,WH03,26-09-2025,12-10-2025,14-10-2025,1421,1421,2.97,4220.37,Delivered,2
PO000989,PROD0029,SUP003,WH03,01-11-2025,17-11-2025,25-11-2025,1421,1421,2.97,4220.37,Delivered,8
PO000990,PROD0029,SUP003,WH03,06-12-2025,22-12-2025,24-12-2025,1421,1421,2.97,4220.37,Delivered,2
PO000991,PROD0029,SUP003,WH01,08-01-2025,24-01-2025,05-02-2025,1974,1974,2.97,5862.78,Delivered,12
PO000992,PROD0029,SUP003,WH01,21-02-2025,09-03-2025,23-03-2025,1974,1974,2.97,5862.78,Delivered,14
PO000993,PROD0029,SUP003,WH01,09-04-2025,25-04-2025,07-05-2025,1974,1974,2.97,5862.78,Delivered,12
PO000994,PROD0029,SUP003,WH01,24-05-2025,09-06-2025,09-06-2025,1974,1974,2.97,5862.78,Delivered,0
PO000995,PROD0029,SUP003,WH01,30-06-2025,16-07-2025,16-07-2025,1974,1974,2.97,5862.78,Delivered,0
PO000996,PROD0029,SUP003,WH01,08-08-2025,24-08-2025,24-08-2025,1974,1974,2.97,5862.78,Delivered,0
PO000997,PROD0029,SUP003,WH01,10-09-2025,26-09-2025,02-10-2025,1974,1974,2.97,5862.78,Delivered,6
PO000998,PROD0029,SUP003,WH01,19-10-2025,04-11-2025,13-11-2025,1974,1974,2.97,5862.78,Delivered,9
PO000999,PROD0029,SUP003,WH01,25-11-2025,11-12-2025,11-12-2025,1974,1974,2.97,5862.78,Delivered,0
PO001000,PROD0029,SUP003,WH01,22-12-2025,07-01-2026,07-01-2026,1974,1974,2.97,5862.78,Delivered,0
PO001001,PROD0029,SUP003,WH01,23-12-2025,08-01-2026,09-01-2026,1974,1974,2.97,5862.78,Delivered,1
PO001002,PROD0029,SUP003,WH01,24-12-2025,09-01-2026,12-01-2026,1974,1974,2.97,5862.78,Delivered,3
PO001003,PROD0029,SUP003,WH01,25-12-2025,10-01-2026,11-01-2026,1974,1974,2.97,5862.78,Delivered,1
PO001004,PROD0029,SUP003,WH01,26-12-2025,11-01-2026,13-01-2026,1974,1974,2.97,5862.78,Delivered,2
PO001005,PROD0029,SUP003,WH01,27-12-2025,12-01-2026,13-01-2026,1974,1709,2.97,5862.78,Partial - Defect/Shortage,1
PO001006,PROD0029,SUP003,WH01,28-12-2025,13-01-2026,14-01-2026,1974,1974,2.97,5862.78,Delivered,1
PO001007,PROD0029,SUP003,WH01,29-12-2025,14-01-2026,19-01-2026,1974,1974,2.97,5862.78,Delivered,5
PO001008,PROD0029,SUP003,WH01,30-12-2025,15-01-2026,17-01-2026,1974,1974,2.97,5862.78,Delivered,2
PO001009,PROD0029,SUP003,WH01,31-12-2025,16-01-2026,25-01-2026,1974,1974,2.97,5862.78,Delivered,9
PO001010,PROD0030,SUP019,WH01,01-01-2025,07-01-2025,09-01-2025,1872,1872,9.95,18626.4,Delivered,2
PO001011,PROD0030,SUP019,WH01,05-02-2025,11-02-2025,11-02-2025,1872,1872,9.95,18626.4,Delivered,0
PO001012,PROD0030,SUP019,WH01,12-03-2025,18-03-2025,19-03-2025,1872,1872,9.95,18626.4,Delivered,1
PO001013,PROD0030,SUP019,WH01,18-04-2025,24-04-2025,24-04-2025,1872,1872,9.95,18626.4,Delivered,0
PO001014,PROD0030,SUP019,WH01,24-05-2025,30-05-2025,31-05-2025,1872,1872,9.95,18626.4,Delivered,1
PO001015,PROD0030,SUP019,WH01,26-06-2025,02-07-2025,11-07-2025,1872,1872,9.95,18626.4,Delivered,9
PO001016,PROD0030,SUP019,WH01,05-08-2025,11-08-2025,11-08-2025,1872,1872,9.95,18626.4,Delivered,0
PO001017,PROD0030,SUP019,WH01,07-09-2025,13-09-2025,13-09-2025,1872,1635,9.95,18626.4,Partial - Defect/Shortage,0
PO001018,PROD0030,SUP019,WH01,08-10-2025,14-10-2025,14-10-2025,1872,1872,9.95,18626.4,Delivered,0
PO001019,PROD0030,SUP019,WH01,10-11-2025,16-11-2025,16-11-2025,1872,1872,9.95,18626.4,Delivered,0
PO001020,PROD0030,SUP019,WH01,08-12-2025,14-12-2025,14-12-2025,1872,1872,9.95,18626.4,Delivered,0
PO001021,PROD0030,SUP019,WH02,05-01-2025,11-01-2025,11-01-2025,1775,1775,9.95,17661.25,Delivered,0
PO001022,PROD0030,SUP019,WH02,06-02-2025,12-02-2025,13-02-2025,1775,1775,9.95,17661.25,Delivered,1
PO001023,PROD0030,SUP019,WH02,11-03-2025,17-03-2025,18-03-2025,1775,1775,9.95,17661.25,Delivered,1
PO001024,PROD0030,SUP019,WH02,17-04-2025,23-04-2025,25-04-2025,1775,1775,9.95,17661.25,Delivered,2
PO001025,PROD0030,SUP019,WH02,21-05-2025,27-05-2025,28-05-2025,1775,1775,9.95,17661.25,Delivered,1
PO001026,PROD0030,SUP019,WH02,24-06-2025,30-06-2025,01-07-2025,1775,1775,9.95,17661.25,Delivered,1
PO001027,PROD0030,SUP019,WH02,28-07-2025,03-08-2025,04-08-2025,1775,1775,9.95,17661.25,Delivered,1
PO001028,PROD0030,SUP019,WH02,29-08-2025,04-09-2025,04-09-2025,1775,1775,9.95,17661.25,Delivered,0
PO001029,PROD0030,SUP019,WH02,05-10-2025,11-10-2025,21-10-2025,1775,1775,9.95,17661.25,Delivered,10
PO001030,PROD0030,SUP019,WH02,15-11-2025,21-11-2025,23-11-2025,1775,1775,9.95,17661.25,Delivered,2
PO001031,PROD0030,SUP019,WH02,15-12-2025,21-12-2025,23-12-2025,1775,1775,9.95,17661.25,Delivered,2
PO001032,PROD0030,SUP019,WH03,02-01-2025,08-01-2025,10-01-2025,1950,1950,9.95,19402.5,Delivered,2
PO001033,PROD0030,SUP019,WH03,01-02-2025,07-02-2025,15-02-2025,1950,1950,9.95,19402.5,Delivered,8
PO001034,PROD0030,SUP019,WH03,17-03-2025,23-03-2025,24-03-2025,1950,1950,9.95,19402.5,Delivered,1
PO001035,PROD0030,SUP019,WH03,21-04-2025,27-04-2025,27-04-2025,1950,1950,9.95,19402.5,Delivered,0
PO001036,PROD0030,SUP019,WH03,28-05-2025,03-06-2025,03-06-2025,1950,1950,9.95,19402.5,Delivered,0
PO001037,PROD0030,SUP019,WH03,05-07-2025,11-07-2025,12-07-2025,1950,1950,9.95,19402.5,Delivered,1
PO001038,PROD0030,SUP019,WH03,09-08-2025,15-08-2025,17-08-2025,1950,1950,9.95,19402.5,Delivered,2
PO001039,PROD0030,SUP019,WH03,12-09-2025,18-09-2025,18-09-2025,1950,1950,9.95,19402.5,Delivered,0
PO001040,PROD0030,SUP019,WH03,11-10-2025,17-10-2025,17-10-2025,1950,1950,9.95,19402.5,Delivered,0
PO001041,PROD0030,SUP019,WH03,15-11-2025,21-11-2025,21-11-2025,1950,1950,9.95,19402.5,Delivered,0
PO001042,PROD0030,SUP019,WH03,15-12-2025,21-12-2025,23-12-2025,1950,1950,9.95,19402.5,Delivered,2
PO001043,PROD0031,SUP003,WH04,13-01-2025,29-01-2025,04-02-2025,356,332,185.54,66052.24,Partial - Defect/Shortage,6
PO001044,PROD0031,SUP003,WH04,18-02-2025,06-03-2025,09-03-2025,356,356,185.54,66052.24,Delivered,3
PO001045,PROD0031,SUP003,WH04,03-04-2025,19-04-2025,20-04-2025,356,356,185.54,66052.24,Delivered,1
PO001046,PROD0031,SUP003,WH04,10-05-2025,26-05-2025,04-06-2025,356,356,185.54,66052.24,Delivered,9
PO001047,PROD0031,SUP003,WH04,22-06-2025,08-07-2025,16-07-2025,356,356,185.54,66052.24,Delivered,8
PO001048,PROD0031,SUP003,WH04,01-08-2025,17-08-2025,25-08-2025,356,356,185.54,66052.24,Delivered,8
PO001049,PROD0031,SUP003,WH04,10-09-2025,26-09-2025,26-09-2025,356,356,185.54,66052.24,Delivered,0
PO001050,PROD0031,SUP003,WH04,12-10-2025,28-10-2025,28-10-2025,356,356,185.54,66052.24,Delivered,0
PO001051,PROD0031,SUP003,WH04,06-11-2025,22-11-2025,22-11-2025,356,356,185.54,66052.24,Delivered,0
PO001052,PROD0031,SUP003,WH04,03-12-2025,19-12-2025,25-12-2025,356,356,185.54,66052.24,Delivered,6
PO001053,PROD0031,SUP003,WH03,06-01-2025,22-01-2025,29-01-2025,263,263,185.54,48797.02,Delivered,7
PO001054,PROD0031,SUP003,WH03,18-02-2025,06-03-2025,10-03-2025,263,263,185.54,48797.02,Delivered,4
PO001055,PROD0031,SUP003,WH03,05-04-2025,21-04-2025,23-04-2025,263,263,185.54,48797.02,Delivered,2
PO001056,PROD0031,SUP003,WH03,13-05-2025,29-05-2025,04-06-2025,263,263,185.54,48797.02,Delivered,6
PO001057,PROD0031,SUP003,WH03,19-06-2025,05-07-2025,12-07-2025,263,263,185.54,48797.02,Delivered,7
PO001058,PROD0031,SUP003,WH03,31-07-2025,16-08-2025,29-08-2025,263,263,185.54,48797.02,Delivered,13
PO001059,PROD0031,SUP003,WH03,09-09-2025,25-09-2025,25-09-2025,263,263,185.54,48797.02,Delivered,0
PO001060,PROD0031,SUP003,WH03,11-10-2025,27-10-2025,10-11-2025,263,263,185.54,48797.02,Delivered,14
PO001061,PROD0031,SUP003,WH03,21-11-2025,07-12-2025,09-12-2025,263,227,185.54,48797.02,Partial - Defect/Shortage,2
PO001062,PROD0031,SUP003,WH03,16-12-2025,01-01-2026,02-01-2026,263,263,185.54,48797.02,Delivered,1
PO001063,PROD0031,SUP003,WH03,17-12-2025,02-01-2026,09-01-2026,263,263,185.54,48797.02,Delivered,7
PO001064,PROD0031,SUP003,WH03,18-12-2025,03-01-2026,05-01-2026,263,263,185.54,48797.02,Delivered,2
PO001065,PROD0031,SUP003,WH03,19-12-2025,04-01-2026,05-01-2026,263,263,185.54,48797.02,Delivered,1
PO001066,PROD0031,SUP003,WH03,20-12-2025,05-01-2026,19-01-2026,263,263,185.54,48797.02,Delivered,14
PO001067,PROD0031,SUP003,WH03,21-12-2025,06-01-2026,06-01-2026,263,263,185.54,48797.02,Delivered,0
PO001068,PROD0031,SUP003,WH03,22-12-2025,07-01-2026,11-01-2026,263,263,185.54,48797.02,Delivered,4
PO001069,PROD0031,SUP003,WH03,23-12-2025,08-01-2026,09-01-2026,263,263,185.54,48797.02,Delivered,1
PO001070,PROD0031,SUP003,WH03,24-12-2025,09-01-2026,11-01-2026,263,263,185.54,48797.02,Delivered,2
PO001071,PROD0031,SUP003,WH03,25-12-2025,10-01-2026,21-01-2026,263,263,185.54,48797.02,Delivered,11
PO001072,PROD0031,SUP003,WH03,26-12-2025,11-01-2026,12-01-2026,263,263,185.54,48797.02,Delivered,1
PO001073,PROD0031,SUP003,WH03,27-12-2025,12-01-2026,12-01-2026,263,263,185.54,48797.02,Delivered,0
PO001074,PROD0031,SUP003,WH03,28-12-2025,13-01-2026,14-01-2026,263,263,185.54,48797.02,Delivered,1
PO001075,PROD0031,SUP003,WH03,29-12-2025,14-01-2026,14-01-2026,263,263,185.54,48797.02,Delivered,0
PO001076,PROD0031,SUP003,WH03,30-12-2025,15-01-2026,17-01-2026,263,263,185.54,48797.02,Delivered,2
PO001077,PROD0031,SUP003,WH03,31-12-2025,16-01-2026,17-01-2026,263,263,185.54,48797.02,Delivered,1
PO001078,PROD0031,SUP003,WH01,17-01-2025,02-02-2025,10-02-2025,259,234,185.54,48054.86,Partial - Defect/Shortage,8
PO001079,PROD0031,SUP003,WH01,25-02-2025,13-03-2025,20-03-2025,259,259,185.54,48054.86,Delivered,7
PO001080,PROD0031,SUP003,WH01,07-04-2025,23-04-2025,29-04-2025,259,259,185.54,48054.86,Delivered,6
PO001081,PROD0031,SUP003,WH01,16-05-2025,01-06-2025,01-06-2025,259,259,185.54,48054.86,Delivered,0
PO001082,PROD0031,SUP003,WH01,22-06-2025,08-07-2025,12-07-2025,259,259,185.54,48054.86,Delivered,4
PO001083,PROD0031,SUP003,WH01,28-07-2025,13-08-2025,15-08-2025,259,259,185.54,48054.86,Delivered,2
PO001084,PROD0031,SUP003,WH01,03-09-2025,19-09-2025,22-09-2025,259,259,185.54,48054.86,Delivered,3
PO001085,PROD0031,SUP003,WH01,05-10-2025,21-10-2025,24-10-2025,259,248,185.54,48054.86,Partial - Defect/Shortage,3
